"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Dominica","DMA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.32374382","4.64501858","4.6531105","4.84617901","4.74520159","4.97772503","4.78092194","4.79109955","5.04968786","4.98329306","5.15711927","5.33450365","5.79509926","5.34749842","5.26141691","5.15941811","5.12308073","5.46245432","6.18495989","5.16903925","6.06806135","6.31142521","5.97262001","5.00757647","",
"Denmark","DNK","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.11006165","8.44370651","8.69506168","8.89037418","8.98551464","9.06716251","9.15257931","9.30215549","9.46797943","10.62873173","10.59621811","10.39758492","10.53344631","10.29778957","10.31388664","10.3754549","10.28229332","10.1137991","10.14163208","10.18468761","10.69237614","10.65575886","9.47411346","9.5572958","9.38812923",
"Dominican Republic","DOM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.88427496","4.88183308","4.98649025","4.38888264","4.2877388","4.35391188","3.99365425","4.08935308","4.56442022","4.76706171","4.92896748","5.04506636","5.05897284","4.92594242","4.80942917","4.73534584","4.58582401","4.44562674","4.21765518","4.36808872","4.96490288","5.08839989","4.64506817","4.59880495","",
"Algeria","DZA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21485448","3.53628588","3.44169641","3.32569361","3.29030514","3.1188612","3.18999887","3.62011433","3.98331022","4.89210796","4.64001417","4.82567501","5.63658524","5.64541769","6.01484108","6.33435678","6.00080872","5.9484539","5.9323926","5.41732121","5.63830757","5.02188873","3.63464284","4.35082531","",
"East Asia & Pacific (excluding high income)","EAP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.92039463017974","3.81679294663883","3.87648247916681","3.94111474381415","3.84870486525764","3.83782878793942","3.68788577217093","3.51541268984802","3.67964078684429","4.07079273089241","3.96546033259469","4.08406504198086","4.27888548734003","4.40800610653959","4.49089889648181","4.64726137088584","4.67398607736289","4.73855932101377","4.83519763650792","4.99305007183394","5.27689545937469","5.15121923765407","5.58481742555189","5.608422496099","",
"Early-demographic dividend","EAR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.67152859295879","4.87166429070426","4.63462736995706","4.76989535957684","4.74853157562277","4.74780188832651","4.68194125862211","4.67173525540055","4.64656104777135","4.99411801436649","4.80708333734976","4.76887609782366","4.84732819079966","4.95607176333332","4.96042508781705","5.14300120098285","5.041163682298","4.86578793719636","4.63534520343627","4.60445519152089","5.0357255441993","5.07850443515042","4.78052753881682","4.81231265306856","",
"East Asia & Pacific","EAS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.07711181892845","6.10488422275948","6.07026470371472","6.19011246582716","6.16362314185272","6.1145283420238","5.91915781405042","5.69835175167103","5.84782680247894","6.34475433749058","6.22069505477777","6.6442388425558","6.69824669967559","6.45394164783735","6.44027897769958","6.42297737087305","6.4924665198735","6.45209555660183","6.46332885332331","6.63218318246243","6.94527856281049","6.81190699632959","6.99693851217457","6.79850336186313","",
"Europe & Central Asia (excluding high income)","ECA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.79788824345672","5.07058829352414","5.2847160768668","5.35355793256489","5.26776278175208","5.24896610493678","5.32505334312613","5.26326300415597","5.19864610431239","5.54615517079578","5.17659533130718","4.87670320927614","4.88601416571674","4.80952147545441","4.74586455231954","4.70488729667207","4.88272801337855","4.76376986171493","4.78663718590348","4.96677430314955","5.50986797495326","5.66989678345193","4.60629102712309","4.91799832221858","",
"Europe & Central Asia","ECS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9848519617458","8.15895674667646","8.42431566136798","8.61068955186945","8.59423937356022","8.57358175468288","8.50221088910395","8.40979216263873","8.5862528487674","9.38806293441131","9.16023495487637","8.99627207945754","9.01780068292249","9.06460085655558","9.17318937175379","9.25908025142841","9.29822075173262","9.21010108802764","9.23068191093197","9.3102158510049","10.4784745381431","10.3759981961614","9.70846585738606","9.57967621183292","",
"Ecuador","ECU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.57367969","4.06365538","4.81404829","5.79232407","5.88152218","5.85904884","5.93617773","5.55722475","5.52174902","6.03388453","6.34925699","6.60509682","6.87859821","6.77866411","6.76601839","7.76786041","7.58817482","7.52484131","7.83364677","7.80878448","8.60608387","8.37526226","7.60183907","7.56167889","",
"Egypt, Arab Rep.","EGY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.92244291","5.40030336","5.5107379","5.2242527","4.85732365","4.92229176","4.84190083","4.44493246","4.46634817","4.37870932","4.15319157","4.35707569","4.45891809","4.6710043","4.77415323","5.06153202","5.07462406","5.34661913","4.74892998","4.5994668","4.15384626","4.60955143","4.72362804","4.88449335","",
"Euro area","EMU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.61838958948726","8.71535141606148","8.92785870224551","9.13333175692365","9.15804071548947","9.24592027428617","9.22816009388056","9.13117779574853","9.43033655016142","10.1820853836724","10.1380207205148","10.0061705739507","10.1161975518653","10.1522952295848","10.1883911459062","10.1518988683379","10.1207106035258","10.1010873950656","10.0951265232871","10.1571679207472","11.1527851561118","11.1751704049259","10.6774653719297","10.3053459011948","10.7750014368516",
"Eritrea","ERI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.76670074","5.91931677","6.68857431","7.33703375","7.00984907","6.8641758","6.85727453","5.2786293","6.57807541","5.42343187","4.81866503","5.1622901","3.74245787","4.96813059","3.91432381","4.50776815","3.73838949","4.15359449","4.24748898","4.64806461","4.31117725","4.17839003","3.87537837","3.6837678","",
"Spain","ESP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.80217838","6.76929569","6.79878616","7.59223175","7.68447876","7.77807474","7.87072468","7.96241188","8.4290638","9.1530304","9.16992569","9.21749687","9.2189045","9.13714981","9.1512289","9.17553329","8.88084984","9.0217495","9.07122517","9.21539497","10.79479218","10.34419918","9.6799593","9.2206583","",
"Estonia","EST","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.17029095","4.78399181","4.70192671","5.13748884","5.33641052","5.29434633","4.97308683","5.18429422","5.95694113","6.84443808","6.59404182","6.05471659","6.03782082","6.19788504","6.26286125","6.52138662","6.56918621","6.46636105","6.56314421","6.64763546","7.47179365","7.47591066","6.93641424","7.47082138","7.83648062",
"Ethiopia","ETH","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.36504698","4.72316694","4.7126298","4.89970922","4.31281853","4.10098124","4.45757294","5.00128317","4.28063869","4.6496563","5.46637249","4.46897745","4.5395956","4.07506514","4.03365517","3.82316828","3.60033751","3.45336914","3.30371761","3.24287128","3.48096275","3.20779967","2.85298109","2.80310345","",
"European Union","EUU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.41597273378575","8.53525364911232","8.75528781670743","8.96928579126243","8.97434242813203","9.03585040639122","8.99631545716921","8.88604485172582","9.15703770403366","9.9067186731385","9.84090814175769","9.77039258346576","9.88290767418161","9.92788363740663","9.95490413729015","9.90435258464786","9.88833766679793","9.85036443851191","9.82989094571534","9.87237183304095","10.7994110687063","10.8123297427516","10.3012738340465","9.99906711532251","10.5426441605532",
"Fragile and conflict affected situations","FCS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.14808153532613","4.49653433144305","4.35122273262516","5.0445291853623","4.83388974833298","4.57143592078124","4.49224510879688","4.45286359079757","4.15450609213889","4.5051662666271","4.25599158875769","4.18763453567882","4.19055805422818","4.34279148913588","4.32431892324746","4.59288070767475","4.91804846438798","4.86298772286833","4.39435570818219","4.15726885338508","4.71842199992444","4.95791125739415","4.40080691492368","4.62825554969788","",
"Finland","FIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.09544373","7.25165653","7.63005877","7.93988276","8.05999184","8.28901291","8.2858429","8.08415604","8.34362221","9.16182804","9.14183331","9.23903561","9.61732101","9.84504986","9.83066177","9.69998264","9.45625591","9.19148445","9.10587025","9.22295189","9.69977188","9.90969753","9.74152565","10.47389507","",
"Fiji","FJI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42441177","2.90547299","2.98349524","2.97298193","3.25768542","3.25656676","3.34798193","3.41514993","3.18467116","3.53587627","3.41664124","3.14293504","3.2655499","3.20040679","3.36860466","3.32468939","3.27979708","3.18689561","4.10572624","4.28229284","5.28987408","7.06084681","4.01752949","3.61524153","",
"France","FRA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.61744022","9.75719261","10.08250141","10.13474941","10.2117033","10.23720551","10.39764977","10.33418846","10.51340675","11.29095459","11.22430801","11.17601013","11.33749485","11.37891197","11.57935429","11.50032997","11.57036018","11.44944572","11.30847645","11.17058277","12.12949371","12.24894238","11.82888794","11.51974583","11.53530598",
"Faroe Islands","FRO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.76511145","8.48781967","7.96301365","9.65028286","12.23538685","17.94844818","10.87018681","11.23334217","12.08326721","12.68854141","13.3306675","13.222826","12.39077377","12.21770954","11.83491802","12.62341213","13.33481121","12.40742493","11.93961334","11.87363148","11.98479271","11.37430477","12.62718964","12.88087559","",
"Gabon","GAB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.90471101","3.15198207","3.32970691","3.53648472","3.36498594","2.92175174","3.14623928","3.0834198","2.84760666","3.78076673","2.47556901","2.55771565","2.42097569","2.84087205","2.53282261","2.65743947","3.1076982","2.78068876","2.75235105","2.76837039","3.4401269","2.79254127","2.89087176","3.13430715","",
"United Kingdom","GBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.14559078","7.43276882","7.85946798","8.05214596","8.32219028","8.38108349","8.53970814","8.76035309","9.03295708","9.83944035","9.78799534","9.79682636","9.89332199","9.99087143","9.97686195","9.94044876","9.87085724","9.70468903","9.79496574","9.97954082","12.10388088","12.08347321","11.09679794","10.99128914","11.133358",
"Georgia","GEO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.194592","7.16950893","7.81474257","8.02952862","8.08910847","8.07734203","7.63208008","7.43517828","8.44424057","9.56681633","9.02123737","7.88224316","7.95168972","8.00574589","8.2940836","8.6599493","9.07258892","8.70140266","7.75524616","7.31291389","9.22991848","10.53835487","8.29634285","6.85758877","",
"Ghana","GHA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.66343236","1.86866331","1.94694591","2.14935279","2.36955285","3.27344108","3.67208791","3.70900321","3.72533512","4.17717743","4.52302933","4.46374655","3.93023658","4.59225416","4.01644135","4.54299259","3.39035821","2.68786979","2.43001175","3.25450468","4.4331708","3.86030865","3.67459154","2.94686937","",
"Gibraltar","GIB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.74101353","4.88433027","5.35653734","4.77216482","4.77632809","4.03452682","3.61526895","3.48262477","3.26561713","3.58146644","3.42781734","3.78955102","3.50398517","3.46108651","4.787992","5.80919266","5.39694929","3.91512728","3.73843002","4.08876228","3.90094519","3.7175858","3.83292699","3.69442987","",
"Gambia, The","GMB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.78532791","8.29925728","6.2326026","5.29709053","5.42000151","5.386024","5.43720818","4.95501947","4.65938759","4.46430635","4.11944056","4.36967373","4.26872253","3.91374874","3.05234575","3.1761291","3.19523716","3.35449266","3.18501234","3.14534926","4.01436949","3.74321485","3.53697729","2.89250112","",
"Guinea-Bissau","GNB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.18953228","4.12891531","3.87280011","3.50201416","4.27070189","4.53462505","5.07826185","4.92573404","5.35239792","4.61063194","4.87133694","6.21634817","5.94134808","7.03943443","9.96897411","8.13228226","8.32881451","7.00049543","7.28164959","7.14602089","8.98898792","8.39794922","8.33752728","8.82204819","",
"Equatorial Guinea","GNQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.22260201","1.32559299","2.88730073","1.97185338","1.58463597","1.42048728","1.41217864","1.42080677","1.23333216","1.87389886","1.73363662","1.54309607","1.62290311","1.75622749","1.868559","2.45693421","2.97177482","2.86121631","2.92214823","3.27948833","3.70560718","3.5103004","2.83726358","3.49941635","",
"Greece","GRC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.51388931","8.24545956","8.46998692","8.68253994","8.30002213","8.76117897","8.39596939","8.52304935","8.948102","9.53581333","9.61952496","9.18577003","9.04327774","8.52183914","7.94358587","8.26719952","8.45097542","8.11336899","8.07267761","8.11709499","9.38074493","9.03178692","8.44938278","8.39367008","",
"Grenada","GRD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.35886383","5.62456989","6.17569733","5.28485727","5.36568451","5.14460278","5.11352158","5.23867893","5.386199","5.43471003","5.4188118","5.80423355","5.82235765","5.62652922","4.77353573","4.64675617","4.43910027","4.65701056","4.58373737","4.93189621","5.30602551","5.27963448","4.99701262","4.65330839","",
"Greenland","GRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.39686108","6.07023716","6.01301289","6.15306854","6.26182795","6.14826393","6.36362219","6.1918335","6.08129978","6.33938646","6.1247797","5.96306896","6.07316971","5.77188921","5.8885684","6.00602007","6.07008219","6.13563824","6.10662699","6.17443275","6.4591527","7.35698891","7.1678791","6.80241346","",
"Guam","GUM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.18737936","3.05506778","3.19353795","3.26884198","3.43770432","3.79409742","3.93144464","4.28126192","4.20242214","4.35117149","4.21897697","4.17213488","3.7081871","3.80231309","3.94755435","4.02264786","4.01842117","4.3191123","4.90492535","4.90331507","5.37510586","4.64326477","2.52456355","2.46673751","",
"High income","HIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.35013537346578","9.82089247392429","10.2471636702515","10.4087015341104","10.3284362110154","10.3452073906608","10.3668616284232","10.3149273858436","10.4365405617905","11.4238470729639","11.2751980129436","11.2239781423825","11.3372041007119","11.3355303131346","11.5342191338537","11.9784564900425","12.1402860755101","12.0491502529549","11.9666327912927","12.1545295546981","13.6085370283041","13.0710792992581","12.5266199618031","12.5106477921545","",
"Hong Kong SAR, China","HKG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.26817989","5.92998314","6.2445755","6.89004707","6.85484362","7.50086403","7.86318684","8.08494949","8.60362625","8.99592495","8.72536373","8.79187012","8.65655136","8.47723007","7.91455746","7.4837904","7.709445","7.00668859","7.22820663","7.34316635","9.21912384","9.27311516","8.15452766","7.70976162","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.68677641908706","4.0024868628012","4.19172125163753","4.46268474044191","4.59024614797376","4.68187612539666","4.87279634893958","4.93466835038096","4.74860064852261","5.1242034886385","4.99440115801845","4.9212176310296","4.78744301414954","4.88490847312856","4.8636449703372","4.94931601732948","4.89077142105485","4.69402683116841","4.48978908027621","4.61341676982189","5.00602726672289","4.96292259537178","4.66417434703739","4.45224963821874","",
"Croatia","HRV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.65084314","7.16995239","6.14300489","6.29782534","6.5067997","6.84068108","6.90362167","7.38946152","7.63643503","8.03311729","7.94908857","7.62508154","7.63413","6.37271595","6.56612396","6.65548038","6.69167471","6.62803125","6.7136178","6.78699923","7.68352938","8.08265686","7.29636335","7.14699411","",
"Haiti","HTI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99165702","3.7502923","3.43250132","3.53695321","3.42928433","3.30554652","3.48013902","3.64734101","3.75722051","3.50277376","4.54871035","5.91197777","5.56462336","4.10524035","4.52035809","5.07518148","4.80760574","3.8199389","4.31650305","3.91107917","3.78651953","3.57739854","3.20755076","3.19156528","",
"Hungary","HUN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.76979256","6.8197937","7.1181159","8.12986469","7.76592064","7.99248505","7.78556442","7.20719147","7.09275723","7.2366724","7.46420383","7.49342251","7.43047714","7.23645353","7.04192352","6.8501935","6.96752644","6.73338366","6.55460501","6.24677849","7.230515","7.33524847","6.6474123","6.36868954","",
"IBRD only","IBD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.14644366543093","5.17326984907831","5.07274645716108","5.09799815642493","5.04286300701482","5.0369277317241","4.95657613292389","4.88011187984688","4.95095492156268","5.30017269952601","5.09978576975036","5.0554867545184","5.11116780230043","5.20806307238719","5.25114382095357","5.34879396011704","5.36120230404737","5.37429834790267","5.31062087998652","5.40788171325868","5.76881057379811","5.63550794814237","5.81877447848974","5.90103805508611","",
"IDA & IBRD total","IBT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9962099813581","5.03261916379403","4.93296212429166","4.99668559646518","4.94628493536396","4.94983674238276","4.88579394924792","4.8134569407274","4.87053100975359","5.20309673238765","5.01332831631037","4.96785749836827","5.02064154343854","5.11748687769615","5.15070251026672","5.24457636867987","5.25386543676088","5.26451407307711","5.19049036256868","5.26254670515947","5.61796662146706","5.52462355898758","5.68031889716478","5.76139217564989","",
"IDA total","IDA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2714562238725","3.3779326447235","3.38706056253012","3.87434078477674","3.85840081033209","3.94507878392455","4.07746199699465","4.00846901566266","3.89668980642242","4.03359989579855","3.92457664417925","3.80439800586266","3.81176235711371","3.94161681484356","3.90626449242908","3.99014977675333","3.94888324584427","3.86599631009632","3.65004025811771","3.55083243059774","3.85436805252945","4.11653383028117","3.9561353900135","3.85898227313686","",
"IDA blend","IDB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.10793858038104","3.05157675410558","2.83379755160744","3.66071938489836","3.52318322740451","3.63220281699193","3.75788950552284","3.59571517810662","3.49846711121069","3.50198203294884","3.51290470748819","3.40598864580049","3.43484716190777","3.51141395683377","3.45458316723682","3.5100786839182","3.55096790379339","3.56925634629536","3.25157535517368","3.21772869153518","3.57310965453144","3.94657669263054","3.96152189838367","3.88260848205314","",
"Indonesia","IDN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85297656","2.11850214","1.98062706","2.24837184","2.12002277","2.53189397","2.61946416","2.82385564","2.54842305","2.62324095","2.7908783","2.98942471","2.91427088","2.86934805","2.96433568","2.92428517","3.02147198","2.90417194","2.86757827","2.87862897","3.42067289","3.70634937","2.69389749","2.70239949","",
"IDA only","IDX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42009553826691","3.67821431993733","3.90952049762173","4.07902071494377","4.20140135148215","4.27157038564355","4.43214197913545","4.45475947953269","4.31328012050193","4.53853652614434","4.32884301350037","4.20146117888701","4.22535357967393","4.41599851708962","4.41126556770992","4.50037854924843","4.32205646429699","4.13130505370949","4.00262643773837","3.89532699874333","4.12150979846218","4.27636962214181","3.95115929883162","3.84013487533663","",
"Isle of Man","IMN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.10568476","4.33754253","4.31453371","4.07877731","4.02679491","3.85508275","3.66901541","3.58103991","3.58856082","3.54637694","3.33625913","3.24634218","3.32935286","3.74944186","3.61956549","3.59565973","3.50430417","2.93597651","2.8584938","2.95299792","3.34146094","3.34680939","3.39623499","3.33944035","",
"Not classified","INX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8990283","6.39249372","6.67263031","7.00761414","7.21972942","7.64242792","7.51646996","7.80773735","9.12564754","10.52275753","10.52062798","10.4888649","10.47466946","10.0333004","9.23077869","7.07827806","7.3382206","6.91718578","6.74710846","6.61860561","6.97323275","6.44113493","6.02078247","6.57538509","6.85410833",
"Iran, Islamic Rep.","IRN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72250843","5.16087341","4.65182209","4.95589161","5.12801409","5.29996157","5.15990877","4.91188192","5.03990459","6.11493444","6.29153061","6.09787989","6.12235355","5.73697805","6.81539536","8.38232708","7.80285025","7.71801233","6.63571692","6.23426771","4.96098137","4.85886621","5.62794113","6.02542305","",
"Iraq","IRQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99693608","3.90128636","3.01704645","2.49370432","3.2148056","3.06604242","3.77203989","3.23955345","2.80316377","2.69365859","2.80868459","2.78786659","3.15587044","4.57253027","4.08944416","4.07600641","4.207232","5.72766161","5.14179993","4.33226347","5.53275251","",
"Iceland","ISL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.89924335","8.75266171","9.40382481","9.72930241","9.32854366","8.94694996","8.55709076","8.3535862","8.34370804","8.77518463","8.36173058","8.25498867","8.23091221","8.22651291","8.29044247","8.13121986","8.15569115","8.3243084","8.43817616","8.63996315","9.64908886","9.72073746","9.08145332","8.70510101","8.98358727",
"Israel","ISR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.59421921","6.99914265","6.90767479","6.84975958","6.79696989","6.8828454","6.70000744","6.67256165","6.80668306","6.86992359","6.85038328","6.80594969","6.94185257","6.94074392","7.02990532","7.02090645","7.09919167","7.17189407","7.23550367","7.20701885","7.74801874","7.83961058","7.12004995","7.09822369","",
